user_id,name,age,location,instrument,genres,skill_level,experience_years,purpose,frequency,available_days,communication_style,bio
142,Kenta142,27,Nara,violin,anime,intermediate,3,cover_band,weekly,flexible,voice_call_ok,violinとして活動しています。animeが好きで、cover_band目的の活動に興味があります。
143,Ryo143,36,Nara,guitar,"blues,jazz,citypop",advanced,7,hobby,monthly,weekday_night,voice_call_ok,monthlyくらいのペースで無理なく活動したいです。blues、jazz、citypopが好きな方とつながりたいです。
144,Mei144,22,Nara,sax,blues,advanced,19,cover_band,monthly,saturday,in_person_mainly,monthlyくらいのペースで無理なく活動したいです。bluesが好きな方とつながりたいです。
145,Kana145,34,Nara,bass,folk,advanced,10,professional,weekly,"flexible,weekday_night",chat_mainly,weeklyくらいのペースで無理なく活動したいです。folkが好きな方とつながりたいです。
146,Noa146,27,Kyoto,bass,"funk,folk",intermediate,15,original_band,weekly,"weekday_night,sunday",in_person_mainly,Kyotoでバンド活動をしたいです。bass担当で、funk、folkを中心に演奏しています。
147,Shun147,44,Kobe,violin,metal,beginner,9,hobby,weekly,"sunday,flexible",voice_call_ok,violinとして活動しています。metalが好きで、hobby目的の活動に興味があります。
148,Ren148,44,Tokyo,bass,"metal,jazz,rock",advanced,18,live_performance,biweekly,saturday,in_person_mainly,bassとして活動しています。metal、jazz、rockが好きで、live_performance目的の活動に興味があります。
149,Ryo149,21,Nara,bass,"folk,pop,anime",beginner,0,professional,biweekly,"flexible,saturday",in_person_mainly,bassとして活動しています。folk、pop、animeが好きで、professional目的の活動に興味があります。
150,Rina150,28,Kobe,sax,pop,advanced,18,live_performance,monthly,flexible,chat_mainly,Kobe周辺でpop系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
151,Shun151,43,Nara,guitar,"metal,rock,folk",intermediate,18,professional,monthly,"sunday,saturday",in_person_mainly,Naraでバンド活動をしたいです。guitar担当で、metal、rock、folkを中心に演奏しています。
152,Haru152,45,Tokyo,drums,"funk,pop",intermediate,5,cover_band,weekly,weekday_night,in_person_mainly,weeklyくらいのペースで無理なく活動したいです。funk、popが好きな方とつながりたいです。
153,Rina153,36,Nagoya,violin,jazz,advanced,20,cover_band,twice_or_more_weekly,"weekday_night,saturday",in_person_mainly,Nagoya周辺でjazz系の音楽を一緒にできるメンバーを探しています。担当はviolinです。
154,Mio154,22,Nara,bass,rock,intermediate,12,live_performance,twice_or_more_weekly,"sunday,saturday",in_person_mainly,Nara周辺でrock系の音楽を一緒にできるメンバーを探しています。担当はbassです。
155,Kou155,38,Kobe,sax,rock,advanced,3,cover_band,weekly,flexible,in_person_mainly,weeklyくらいのペースで無理なく活動したいです。rockが好きな方とつながりたいです。
156,Sora156,38,Kobe,bass,"funk,citypop,pop",intermediate,4,cover_band,weekly,"flexible,sunday",in_person_mainly,bassとして活動しています。funk、citypop、popが好きで、cover_band目的の活動に興味があります。
157,Nao157,39,Fukuoka,keyboard,citypop,intermediate,16,original_band,monthly,weekday_night,in_person_mainly,keyboardとして活動しています。citypopが好きで、original_band目的の活動に興味があります。
158,Kenta158,35,Kyoto,guitar,"citypop,folk",beginner,6,professional,twice_or_more_weekly,flexible,chat_mainly,Kyotoでバンド活動をしたいです。guitar担当で、citypop、folkを中心に演奏しています。
159,Haru159,34,Nara,drums,"rock,folk,anime",intermediate,0,cover_band,weekly,saturday,in_person_mainly,Nara周辺でrock、folk、anime系の音楽を一緒にできるメンバーを探しています。担当はdrumsです。
160,Ryo160,31,Kobe,sax,citypop,beginner,2,cover_band,monthly,"flexible,weekday_night",chat_mainly,Kobeでバンド活動をしたいです。sax担当で、citypopを中心に演奏しています。
161,Aya161,30,Nara,violin,"blues,pop",advanced,17,live_performance,weekly,saturday,in_person_mainly,Naraでバンド活動をしたいです。violin担当で、blues、popを中心に演奏しています。
162,Yu162,22,Nagoya,guitar,rock,intermediate,14,professional,twice_or_more_weekly,"saturday,weekday_night",voice_call_ok,twice_or_more_weeklyくらいのペースで無理なく活動したいです。rockが好きな方とつながりたいです。
163,Haru163,26,Kyoto,sax,rock,advanced,13,professional,monthly,saturday,chat_mainly,Kyoto周辺でrock系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
164,Saki164,19,Nara,keyboard,"rock,funk,anime",beginner,12,cover_band,biweekly,weekday_night,chat_mainly,biweeklyくらいのペースで無理なく活動したいです。rock、funk、animeが好きな方とつながりたいです。
165,Nao165,44,Nagoya,keyboard,"anime,funk",intermediate,4,professional,biweekly,"sunday,saturday",chat_mainly,keyboardとして活動しています。anime、funkが好きで、professional目的の活動に興味があります。
166,Mei166,35,Nara,vocal,"blues,anime",advanced,13,cover_band,biweekly,"flexible,weekday_night",in_person_mainly,Naraでバンド活動をしたいです。vocal担当で、blues、animeを中心に演奏しています。
167,Nao167,45,Kyoto,bass,"jazz,folk,rock",advanced,13,cover_band,biweekly,"saturday,flexible",chat_mainly,biweeklyくらいのペースで無理なく活動したいです。jazz、folk、rockが好きな方とつながりたいです。
168,Yuki168,32,Fukuoka,bass,citypop,advanced,6,hobby,weekly,"weekday_night,flexible",chat_mainly,bassとして活動しています。citypopが好きで、hobby目的の活動に興味があります。
169,Kana169,24,Fukuoka,bass,"rock,funk",beginner,3,cover_band,biweekly,flexible,chat_mainly,biweeklyくらいのペースで無理なく活動したいです。rock、funkが好きな方とつながりたいです。
170,Rina170,30,Nara,keyboard,"anime,metal,jazz",intermediate,16,cover_band,twice_or_more_weekly,flexible,voice_call_ok,keyboardとして活動しています。anime、metal、jazzが好きで、cover_band目的の活動に興味があります。
171,Aya171,28,Nara,vocal,"funk,jazz,rock",intermediate,17,professional,twice_or_more_weekly,"saturday,weekday_night",voice_call_ok,vocalとして活動しています。funk、jazz、rockが好きで、professional目的の活動に興味があります。
172,Shun172,36,Fukuoka,guitar,"citypop,anime",intermediate,15,cover_band,twice_or_more_weekly,sunday,chat_mainly,guitarとして活動しています。citypop、animeが好きで、cover_band目的の活動に興味があります。
173,Noa173,33,Kyoto,keyboard,"rock,citypop,blues",beginner,1,hobby,twice_or_more_weekly,saturday,chat_mainly,keyboardとして活動しています。rock、citypop、bluesが好きで、hobby目的の活動に興味があります。
174,Aki174,24,Tokyo,drums,"rock,folk",advanced,15,hobby,monthly,"weekday_night,flexible",in_person_mainly,monthlyくらいのペースで無理なく活動したいです。rock、folkが好きな方とつながりたいです。
175,Noa175,27,Osaka,keyboard,"blues,jazz,rock",beginner,16,live_performance,biweekly,sunday,voice_call_ok,biweeklyくらいのペースで無理なく活動したいです。blues、jazz、rockが好きな方とつながりたいです。
176,Shun176,20,Kobe,drums,"funk,citypop",intermediate,2,hobby,monthly,"flexible,saturday",in_person_mainly,Kobeでバンド活動をしたいです。drums担当で、funk、citypopを中心に演奏しています。
177,Ryo177,38,Osaka,sax,pop,intermediate,13,original_band,monthly,saturday,chat_mainly,Osakaでバンド活動をしたいです。sax担当で、popを中心に演奏しています。
178,Kou178,19,Osaka,sax,"citypop,rock",beginner,10,hobby,biweekly,flexible,chat_mainly,biweeklyくらいのペースで無理なく活動したいです。citypop、rockが好きな方とつながりたいです。
179,Mio179,36,Kyoto,keyboard,"citypop,anime",intermediate,4,hobby,weekly,weekday_night,voice_call_ok,keyboardとして活動しています。citypop、animeが好きで、hobby目的の活動に興味があります。
180,Yuki180,28,Tokyo,violin,"blues,anime,rock",advanced,8,cover_band,twice_or_more_weekly,sunday,in_person_mainly,Tokyoでバンド活動をしたいです。violin担当で、blues、anime、rockを中心に演奏しています。
181,Mei181,23,Nagoya,keyboard,"blues,pop,citypop",advanced,9,live_performance,monthly,sunday,chat_mainly,Nagoyaでバンド活動をしたいです。keyboard担当で、blues、pop、citypopを中心に演奏しています。
182,Haru182,41,Nara,bass,"pop,citypop",beginner,9,cover_band,weekly,"weekday_night,flexible",chat_mainly,bassとして活動しています。pop、citypopが好きで、cover_band目的の活動に興味があります。
183,Mei183,32,Tokyo,keyboard,"blues,pop,rock",beginner,11,professional,monthly,"flexible,weekday_night",voice_call_ok,Tokyoでバンド活動をしたいです。keyboard担当で、blues、pop、rockを中心に演奏しています。
184,Shun184,42,Osaka,sax,"funk,jazz,anime",intermediate,5,live_performance,weekly,"sunday,saturday",chat_mainly,Osaka周辺でfunk、jazz、anime系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
185,Mio185,31,Kobe,drums,"folk,pop",intermediate,8,live_performance,twice_or_more_weekly,flexible,chat_mainly,drumsとして活動しています。folk、popが好きで、live_performance目的の活動に興味があります。
186,Rina186,18,Nara,bass,"blues,anime,funk",intermediate,13,professional,biweekly,"sunday,flexible",in_person_mainly,bassとして活動しています。blues、anime、funkが好きで、professional目的の活動に興味があります。
187,Kana187,28,Kyoto,drums,"metal,folk",advanced,7,original_band,twice_or_more_weekly,"flexible,saturday",chat_mainly,drumsとして活動しています。metal、folkが好きで、original_band目的の活動に興味があります。
188,Kenta188,35,Kyoto,sax,"rock,folk,anime",beginner,14,original_band,monthly,"flexible,weekday_night",in_person_mainly,monthlyくらいのペースで無理なく活動したいです。rock、folk、animeが好きな方とつながりたいです。
189,Nao189,26,Nagoya,guitar,"blues,citypop,rock",intermediate,19,cover_band,twice_or_more_weekly,"weekday_night,saturday",in_person_mainly,Nagoya周辺でblues、citypop、rock系の音楽を一緒にできるメンバーを探しています。担当はguitarです。
190,Sora190,42,Kyoto,sax,"anime,jazz,citypop",advanced,1,professional,twice_or_more_weekly,"flexible,weekday_night",chat_mainly,Kyoto周辺でanime、jazz、citypop系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
191,Kou191,25,Tokyo,sax,"citypop,funk,folk",intermediate,12,cover_band,biweekly,"weekday_night,saturday",chat_mainly,biweeklyくらいのペースで無理なく活動したいです。citypop、funk、folkが好きな方とつながりたいです。
192,Mei192,20,Osaka,violin,"jazz,anime,citypop",intermediate,14,live_performance,twice_or_more_weekly,"flexible,weekday_night",voice_call_ok,Osakaでバンド活動をしたいです。violin担当で、jazz、anime、citypopを中心に演奏しています。
193,Taku193,20,Kobe,vocal,"pop,rock,blues",intermediate,20,hobby,biweekly,saturday,in_person_mainly,vocalとして活動しています。pop、rock、bluesが好きで、hobby目的の活動に興味があります。
194,Taku194,35,Nara,drums,blues,advanced,5,live_performance,twice_or_more_weekly,"weekday_night,sunday",in_person_mainly,drumsとして活動しています。bluesが好きで、live_performance目的の活動に興味があります。
195,Daichi195,36,Nara,drums,funk,beginner,8,hobby,monthly,sunday,voice_call_ok,drumsとして活動しています。funkが好きで、hobby目的の活動に興味があります。
196,Daichi196,21,Kobe,sax,"citypop,anime",advanced,12,professional,twice_or_more_weekly,sunday,voice_call_ok,Kobeでバンド活動をしたいです。sax担当で、citypop、animeを中心に演奏しています。
197,Saki197,23,Fukuoka,sax,"metal,pop,anime",beginner,10,hobby,biweekly,"weekday_night,flexible",voice_call_ok,saxとして活動しています。metal、pop、animeが好きで、hobby目的の活動に興味があります。
198,Yu198,30,Nara,keyboard,blues,intermediate,5,cover_band,biweekly,flexible,voice_call_ok,keyboardとして活動しています。bluesが好きで、cover_band目的の活動に興味があります。
199,Mio199,28,Fukuoka,drums,"rock,anime,citypop",intermediate,4,live_performance,twice_or_more_weekly,"flexible,sunday",voice_call_ok,Fukuokaでバンド活動をしたいです。drums担当で、rock、anime、citypopを中心に演奏しています。
200,Daichi200,33,Kyoto,vocal,"rock,funk,jazz",beginner,8,live_performance,weekly,flexible,in_person_mainly,Kyotoでバンド活動をしたいです。vocal担当で、rock、funk、jazzを中心に演奏しています。
201,Noa201,34,Osaka,keyboard,metal,advanced,11,professional,monthly,"saturday,flexible",chat_mainly,keyboardとして活動しています。metalが好きで、professional目的の活動に興味があります。
202,Rina202,45,Osaka,drums,"anime,pop",intermediate,3,live_performance,biweekly,"flexible,weekday_night",in_person_mainly,drumsとして活動しています。anime、popが好きで、live_performance目的の活動に興味があります。
203,Ren203,44,Kyoto,violin,anime,advanced,8,professional,biweekly,"sunday,saturday",in_person_mainly,biweeklyくらいのペースで無理なく活動したいです。animeが好きな方とつながりたいです。
204,Yu204,39,Fukuoka,vocal,blues,beginner,8,live_performance,biweekly,saturday,in_person_mainly,biweeklyくらいのペースで無理なく活動したいです。bluesが好きな方とつながりたいです。
205,Nao205,42,Fukuoka,sax,"folk,jazz",advanced,20,original_band,twice_or_more_weekly,"flexible,weekday_night",in_person_mainly,Fukuoka周辺でfolk、jazz系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
206,Shun206,34,Nagoya,bass,"anime,folk,funk",intermediate,18,hobby,monthly,"sunday,weekday_night",in_person_mainly,Nagoyaでバンド活動をしたいです。bass担当で、anime、folk、funkを中心に演奏しています。
207,Ren207,31,Fukuoka,guitar,"metal,anime",intermediate,10,professional,biweekly,"sunday,flexible",chat_mainly,Fukuoka周辺でmetal、anime系の音楽を一緒にできるメンバーを探しています。担当はguitarです。
208,Sora208,38,Fukuoka,violin,"rock,pop",beginner,14,cover_band,monthly,"saturday,sunday",chat_mainly,monthlyくらいのペースで無理なく活動したいです。rock、popが好きな方とつながりたいです。
209,Mio209,45,Kobe,vocal,"anime,metal,rock",intermediate,20,live_performance,monthly,"sunday,flexible",in_person_mainly,vocalとして活動しています。anime、metal、rockが好きで、live_performance目的の活動に興味があります。
210,Mei210,38,Osaka,sax,rock,beginner,15,hobby,biweekly,flexible,chat_mainly,Osaka周辺でrock系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
211,Taku211,44,Osaka,violin,"jazz,folk",beginner,7,cover_band,monthly,weekday_night,voice_call_ok,monthlyくらいのペースで無理なく活動したいです。jazz、folkが好きな方とつながりたいです。
212,Rina212,22,Nara,violin,jazz,beginner,16,professional,monthly,flexible,voice_call_ok,violinとして活動しています。jazzが好きで、professional目的の活動に興味があります。
213,Haru213,31,Tokyo,sax,"funk,pop",beginner,4,hobby,twice_or_more_weekly,"flexible,saturday",chat_mainly,saxとして活動しています。funk、popが好きで、hobby目的の活動に興味があります。
214,Kou214,38,Osaka,guitar,"metal,rock,blues",advanced,9,live_performance,biweekly,"sunday,flexible",chat_mainly,guitarとして活動しています。metal、rock、bluesが好きで、live_performance目的の活動に興味があります。
215,Kana215,30,Osaka,guitar,"pop,rock",intermediate,10,live_performance,twice_or_more_weekly,"sunday,flexible",in_person_mainly,guitarとして活動しています。pop、rockが好きで、live_performance目的の活動に興味があります。
216,Kana216,42,Osaka,vocal,"pop,rock,jazz",beginner,1,hobby,twice_or_more_weekly,"flexible,saturday",in_person_mainly,Osakaでバンド活動をしたいです。vocal担当で、pop、rock、jazzを中心に演奏しています。
217,Yuki217,38,Tokyo,keyboard,"jazz,metal,rock",intermediate,2,professional,biweekly,sunday,voice_call_ok,Tokyo周辺でjazz、metal、rock系の音楽を一緒にできるメンバーを探しています。担当はkeyboardです。
218,Rina218,40,Nara,sax,rock,beginner,2,cover_band,monthly,"weekday_night,saturday",in_person_mainly,saxとして活動しています。rockが好きで、cover_band目的の活動に興味があります。
219,Sora219,18,Nagoya,guitar,"rock,jazz,funk",intermediate,16,professional,weekly,sunday,chat_mainly,weeklyくらいのペースで無理なく活動したいです。rock、jazz、funkが好きな方とつながりたいです。
220,Sora220,42,Osaka,bass,"metal,pop",intermediate,18,hobby,twice_or_more_weekly,"sunday,weekday_night",voice_call_ok,bassとして活動しています。metal、popが好きで、hobby目的の活動に興味があります。
221,Aya221,23,Kobe,violin,pop,beginner,16,hobby,monthly,saturday,chat_mainly,Kobeでバンド活動をしたいです。violin担当で、popを中心に演奏しています。
222,Aya222,30,Kyoto,guitar,citypop,advanced,20,cover_band,biweekly,"saturday,flexible",in_person_mainly,biweeklyくらいのペースで無理なく活動したいです。citypopが好きな方とつながりたいです。
223,Kou223,44,Osaka,keyboard,"pop,rock",beginner,7,professional,monthly,"weekday_night,saturday",voice_call_ok,monthlyくらいのペースで無理なく活動したいです。pop、rockが好きな方とつながりたいです。
224,Taku224,20,Tokyo,drums,anime,beginner,9,professional,weekly,flexible,voice_call_ok,Tokyoでバンド活動をしたいです。drums担当で、animeを中心に演奏しています。
225,Ren225,41,Tokyo,violin,jazz,beginner,13,hobby,biweekly,"weekday_night,saturday",chat_mainly,Tokyoでバンド活動をしたいです。violin担当で、jazzを中心に演奏しています。
226,Rina226,21,Kyoto,keyboard,blues,intermediate,1,live_performance,weekly,weekday_night,chat_mainly,Kyotoでバンド活動をしたいです。keyboard担当で、bluesを中心に演奏しています。
227,Aya227,32,Nagoya,vocal,"pop,jazz,anime",intermediate,2,professional,monthly,"saturday,weekday_night",voice_call_ok,monthlyくらいのペースで無理なく活動したいです。pop、jazz、animeが好きな方とつながりたいです。
228,Taku228,43,Nara,sax,"anime,citypop,funk",intermediate,7,hobby,biweekly,weekday_night,chat_mainly,Nara周辺でanime、citypop、funk系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
229,Mio229,32,Nara,bass,"pop,anime",beginner,14,original_band,twice_or_more_weekly,"weekday_night,flexible",chat_mainly,twice_or_more_weeklyくらいのペースで無理なく活動したいです。pop、animeが好きな方とつながりたいです。
230,Saki230,19,Kyoto,violin,"jazz,pop",advanced,7,original_band,twice_or_more_weekly,sunday,voice_call_ok,violinとして活動しています。jazz、popが好きで、original_band目的の活動に興味があります。
231,Aki231,30,Fukuoka,drums,"citypop,funk,rock",intermediate,3,live_performance,monthly,weekday_night,chat_mainly,drumsとして活動しています。citypop、funk、rockが好きで、live_performance目的の活動に興味があります。
232,Ren232,44,Nara,bass,"pop,metal,blues",beginner,0,hobby,biweekly,"saturday,weekday_night",voice_call_ok,Nara周辺でpop、metal、blues系の音楽を一緒にできるメンバーを探しています。担当はbassです。
233,Ryo233,32,Osaka,guitar,"blues,citypop,funk",beginner,12,cover_band,biweekly,"saturday,weekday_night",voice_call_ok,biweeklyくらいのペースで無理なく活動したいです。blues、citypop、funkが好きな方とつながりたいです。
234,Daichi234,22,Osaka,keyboard,"funk,metal,citypop",intermediate,17,cover_band,monthly,sunday,voice_call_ok,keyboardとして活動しています。funk、metal、citypopが好きで、cover_band目的の活動に興味があります。
235,Mei235,24,Nagoya,violin,"funk,rock,citypop",advanced,11,cover_band,twice_or_more_weekly,"sunday,saturday",voice_call_ok,violinとして活動しています。funk、rock、citypopが好きで、cover_band目的の活動に興味があります。
236,Aki236,28,Tokyo,guitar,metal,beginner,15,professional,weekly,saturday,chat_mainly,guitarとして活動しています。metalが好きで、professional目的の活動に興味があります。
237,Nao237,26,Tokyo,violin,"rock,funk,metal",intermediate,11,live_performance,biweekly,sunday,in_person_mainly,biweeklyくらいのペースで無理なく活動したいです。rock、funk、metalが好きな方とつながりたいです。
238,Kenta238,18,Nagoya,sax,"jazz,funk",intermediate,17,original_band,biweekly,"weekday_night,flexible",chat_mainly,saxとして活動しています。jazz、funkが好きで、original_band目的の活動に興味があります。
239,Saki239,25,Osaka,keyboard,"rock,anime",advanced,6,live_performance,weekly,sunday,chat_mainly,Osaka周辺でrock、anime系の音楽を一緒にできるメンバーを探しています。担当はkeyboardです。
240,Haru240,36,Nagoya,guitar,citypop,intermediate,2,original_band,twice_or_more_weekly,sunday,voice_call_ok,twice_or_more_weeklyくらいのペースで無理なく活動したいです。citypopが好きな方とつながりたいです。
241,Haru241,23,Nagoya,drums,"folk,anime,pop",advanced,17,professional,weekly,saturday,voice_call_ok,weeklyくらいのペースで無理なく活動したいです。folk、anime、popが好きな方とつながりたいです。
242,Rina242,22,Kyoto,sax,blues,advanced,1,live_performance,weekly,weekday_night,voice_call_ok,saxとして活動しています。bluesが好きで、live_performance目的の活動に興味があります。
243,Taku243,41,Osaka,guitar,"anime,jazz",advanced,2,original_band,twice_or_more_weekly,sunday,chat_mainly,guitarとして活動しています。anime、jazzが好きで、original_band目的の活動に興味があります。
244,Yuki244,29,Kobe,violin,rock,beginner,12,cover_band,twice_or_more_weekly,flexible,voice_call_ok,Kobeでバンド活動をしたいです。violin担当で、rockを中心に演奏しています。
245,Aya245,35,Nara,vocal,"funk,jazz",intermediate,2,hobby,weekly,sunday,voice_call_ok,Nara周辺でfunk、jazz系の音楽を一緒にできるメンバーを探しています。担当はvocalです。
246,Yuki246,28,Kyoto,drums,pop,advanced,2,original_band,twice_or_more_weekly,flexible,in_person_mainly,drumsとして活動しています。popが好きで、original_band目的の活動に興味があります。
247,Saki247,31,Kyoto,vocal,anime,beginner,6,cover_band,weekly,"sunday,weekday_night",chat_mainly,Kyoto周辺でanime系の音楽を一緒にできるメンバーを探しています。担当はvocalです。
248,Shun248,36,Tokyo,violin,"jazz,rock",intermediate,0,cover_band,monthly,"flexible,weekday_night",chat_mainly,Tokyo周辺でjazz、rock系の音楽を一緒にできるメンバーを探しています。担当はviolinです。
249,Ren249,23,Nagoya,bass,folk,beginner,9,cover_band,twice_or_more_weekly,"sunday,weekday_night",in_person_mainly,Nagoyaでバンド活動をしたいです。bass担当で、folkを中心に演奏しています。
250,Mio250,29,Nara,bass,folk,beginner,8,cover_band,twice_or_more_weekly,"saturday,flexible",in_person_mainly,Nara周辺でfolk系の音楽を一緒にできるメンバーを探しています。担当はbassです。
251,Haru251,42,Nagoya,sax,pop,advanced,11,professional,twice_or_more_weekly,weekday_night,voice_call_ok,Nagoyaでバンド活動をしたいです。sax担当で、popを中心に演奏しています。
252,Noa252,39,Fukuoka,drums,"funk,folk,jazz",beginner,12,hobby,biweekly,flexible,chat_mainly,drumsとして活動しています。funk、folk、jazzが好きで、hobby目的の活動に興味があります。
253,Ren253,43,Kyoto,guitar,blues,beginner,13,live_performance,biweekly,"sunday,flexible",chat_mainly,Kyoto周辺でblues系の音楽を一緒にできるメンバーを探しています。担当はguitarです。
254,Shun254,35,Nara,keyboard,"metal,folk",beginner,19,professional,twice_or_more_weekly,flexible,chat_mainly,keyboardとして活動しています。metal、folkが好きで、professional目的の活動に興味があります。
255,Kenta255,36,Tokyo,violin,pop,advanced,3,original_band,weekly,"sunday,saturday",in_person_mainly,Tokyoでバンド活動をしたいです。violin担当で、popを中心に演奏しています。
256,Kenta256,37,Nara,vocal,metal,intermediate,4,professional,twice_or_more_weekly,flexible,voice_call_ok,vocalとして活動しています。metalが好きで、professional目的の活動に興味があります。
257,Ryo257,41,Nara,bass,"rock,anime",intermediate,9,original_band,twice_or_more_weekly,saturday,chat_mainly,twice_or_more_weeklyくらいのペースで無理なく活動したいです。rock、animeが好きな方とつながりたいです。
258,Daichi258,42,Fukuoka,bass,"blues,pop",beginner,14,live_performance,twice_or_more_weekly,"sunday,weekday_night",in_person_mainly,bassとして活動しています。blues、popが好きで、live_performance目的の活動に興味があります。
259,Yuki259,27,Nagoya,keyboard,"jazz,rock",beginner,6,live_performance,monthly,weekday_night,voice_call_ok,Nagoya周辺でjazz、rock系の音楽を一緒にできるメンバーを探しています。担当はkeyboardです。
260,Aya260,40,Kyoto,bass,"folk,blues",advanced,3,hobby,biweekly,"flexible,sunday",voice_call_ok,bassとして活動しています。folk、bluesが好きで、hobby目的の活動に興味があります。
261,Kana261,36,Tokyo,bass,"jazz,metal",advanced,2,original_band,monthly,"weekday_night,flexible",in_person_mainly,bassとして活動しています。jazz、metalが好きで、original_band目的の活動に興味があります。
262,Nao262,38,Kyoto,sax,metal,advanced,13,professional,monthly,flexible,chat_mainly,saxとして活動しています。metalが好きで、professional目的の活動に興味があります。
263,Saki263,43,Osaka,guitar,"metal,citypop",intermediate,12,original_band,twice_or_more_weekly,"saturday,flexible",voice_call_ok,Osakaでバンド活動をしたいです。guitar担当で、metal、citypopを中心に演奏しています。
264,Kenta264,21,Osaka,keyboard,"anime,metal,jazz",advanced,3,cover_band,monthly,"sunday,flexible",voice_call_ok,monthlyくらいのペースで無理なく活動したいです。anime、metal、jazzが好きな方とつながりたいです。
265,Kou265,38,Nagoya,sax,"funk,jazz",advanced,7,hobby,twice_or_more_weekly,"saturday,sunday",chat_mainly,Nagoyaでバンド活動をしたいです。sax担当で、funk、jazzを中心に演奏しています。
266,Rina266,26,Nara,drums,"rock,funk",intermediate,7,professional,twice_or_more_weekly,"sunday,weekday_night",in_person_mainly,drumsとして活動しています。rock、funkが好きで、professional目的の活動に興味があります。
267,Rina267,21,Nara,guitar,"metal,jazz,anime",intermediate,20,hobby,biweekly,"saturday,sunday",voice_call_ok,Naraでバンド活動をしたいです。guitar担当で、metal、jazz、animeを中心に演奏しています。
268,Taku268,29,Kobe,keyboard,"folk,pop",intermediate,1,professional,monthly,"saturday,sunday",chat_mainly,Kobeでバンド活動をしたいです。keyboard担当で、folk、popを中心に演奏しています。
269,Yu269,27,Nara,vocal,jazz,beginner,10,cover_band,twice_or_more_weekly,sunday,in_person_mainly,vocalとして活動しています。jazzが好きで、cover_band目的の活動に興味があります。
270,Yuki270,33,Kobe,sax,anime,advanced,1,hobby,twice_or_more_weekly,"saturday,weekday_night",in_person_mainly,saxとして活動しています。animeが好きで、hobby目的の活動に興味があります。
271,Kana271,43,Fukuoka,violin,jazz,advanced,13,cover_band,twice_or_more_weekly,"flexible,saturday",chat_mainly,Fukuoka周辺でjazz系の音楽を一緒にできるメンバーを探しています。担当はviolinです。
272,Noa272,24,Nagoya,bass,anime,advanced,6,hobby,monthly,saturday,in_person_mainly,monthlyくらいのペースで無理なく活動したいです。animeが好きな方とつながりたいです。
273,Rina273,22,Osaka,drums,"metal,jazz,rock",beginner,9,original_band,twice_or_more_weekly,"flexible,sunday",chat_mainly,twice_or_more_weeklyくらいのペースで無理なく活動したいです。metal、jazz、rockが好きな方とつながりたいです。
274,Kana274,29,Fukuoka,guitar,blues,beginner,7,live_performance,biweekly,weekday_night,in_person_mainly,guitarとして活動しています。bluesが好きで、live_performance目的の活動に興味があります。
275,Sora275,29,Nagoya,sax,blues,advanced,8,professional,monthly,weekday_night,in_person_mainly,Nagoya周辺でblues系の音楽を一緒にできるメンバーを探しています。担当はsaxです。
276,Ryo276,40,Osaka,drums,"blues,pop",advanced,8,cover_band,biweekly,weekday_night,voice_call_ok,Osakaでバンド活動をしたいです。drums担当で、blues、popを中心に演奏しています。
277,Sora277,39,Tokyo,bass,"jazz,blues,folk",beginner,16,professional,monthly,"weekday_night,flexible",voice_call_ok,bassとして活動しています。jazz、blues、folkが好きで、professional目的の活動に興味があります。
278,Saki278,24,Fukuoka,bass,"funk,anime,folk",intermediate,9,live_performance,monthly,"saturday,sunday",voice_call_ok,monthlyくらいのペースで無理なく活動したいです。funk、anime、folkが好きな方とつながりたいです。
279,Nao279,18,Osaka,sax,pop,advanced,15,live_performance,monthly,weekday_night,voice_call_ok,saxとして活動しています。popが好きで、live_performance目的の活動に興味があります。
280,Daichi280,27,Kobe,drums,pop,beginner,1,original_band,weekly,"flexible,sunday",chat_mainly,Kobe周辺でpop系の音楽を一緒にできるメンバーを探しています。担当はdrumsです。
281,Ryo281,18,Fukuoka,guitar,"jazz,anime,citypop",intermediate,19,original_band,monthly,"sunday,weekday_night",chat_mainly,Fukuokaでバンド活動をしたいです。guitar担当で、jazz、anime、citypopを中心に演奏しています。
282,Shun282,32,Kobe,violin,"folk,blues",advanced,5,hobby,biweekly,saturday,chat_mainly,Kobeでバンド活動をしたいです。violin担当で、folk、bluesを中心に演奏しています。
283,Kenta283,33,Fukuoka,keyboard,"folk,jazz,metal",intermediate,11,professional,monthly,flexible,voice_call_ok,Fukuoka周辺でfolk、jazz、metal系の音楽を一緒にできるメンバーを探しています。担当はkeyboardです。
284,Mei284,32,Osaka,vocal,"anime,rock",advanced,16,professional,biweekly,"weekday_night,saturday",in_person_mainly,vocalとして活動しています。anime、rockが好きで、professional目的の活動に興味があります。
285,Kana285,29,Nagoya,sax,"blues,jazz,citypop",advanced,19,hobby,monthly,flexible,voice_call_ok,saxとして活動しています。blues、jazz、citypopが好きで、hobby目的の活動に興味があります。
